"PDB ID";"resolution";"releaseDate";"StructureWeight";"PolymerWeight";"NonpolymerWeight";"NonpolymerWeightNowater";"WaterWeight";"atomCount";"hetatmCount";"allAtomCount";"allAtomCountLn";"aaCount";"ligandCount";"ligandBondRotationFreedom";"aaLigandCount";"aaLigandCountNowater";"aaLigandCountFiltered";"ligandRatio";"hetatmCountNowater";"ligandCountNowater";"ligandRatioNowater";"hetatmCountFiltered";"ligandCarbonChiraAtomCountFiltered";"ligandCountFiltered";"ligandRatioFiltered";"hetatmCountMetal";"ligandCountMetal";"ligandRatioMetal";"hetatmCountNometal";"ligandCountNometal";"ligandRatioNometal";"hetatmCountNowaterNometal";"ligandCountNowaterNometal";"ligandRatioNowaterNometal";"hetatmCountFilteredMetal";"ligandCountFilteredMetal";"ligandRatioFilteredMetal";"hetatmCountFilteredNometal";"ligandCountFilteredNometal";"ligandRatioFilteredNometal";"clashscore";"RamaOutliers";"SidechainOutliers";"ClashscorePercentile";"RamaOutliersPercentile";"SidechainOutliersPercentile";"combinedGeometryQuality";"DCC_R";"DCC_Rfree";"absolute-percentile-DCC_Rfree";"AngleRMSZstructure";"BondRMSZstructure";"RSRZoutliers";"RSRZoutliersPercentile";"combinedXrayQualityMetric";"combinedOverallQualityMetric";"highestChainBondsRMSZ";"highestChainAnglesRMSZ";"averageResidueRSR";"ChiralProblemLigandRatio";"GoodLigandRatio";"TopologyProblemLigandRatio";"LigandTopologyProblemsPrecise";"LigandTopologyCarbonChiraProblemsPrecise";"ChiraProblemsPrecise";"GoodLigandRatioBinary";"LigandTopologyProblemsPreciseBinary";"LigandTopologyCarbonChiraProblemsPreciseBinary";"ChiraProblemsPreciseBinary";"averageLigandRSR";"averageLigandAngleRMSZ";"averageLigandBondRMSZ";"averageLigandRSCC";"ligandRSCCoutlierRatio";"AssemblyTotalWeight";"AssemblyBiopolymerCount";"AssemblyUniqueBiopolymerCount";"AssemblyLigandCount";"AssemblyUniqueLigandCount";"AssemblyWaterCount";"AssemblyBiopolymerWeight";"AssemblyLigandWeight";"AssemblyWaterWeight";"averageResidueRSCC";"residueRSCCoutlierRatio";"AssemblyLigandFlexibility";"averageLigandRSCCsmallLigs";"averageLigandRSCClargeLigs";"absolute-percentile-RNAsuiteness"
"154d";2.5;1994;3.6967;2.54143;1155.28;668.87;486.405;126;111;237;5.46806;4;30;0.746835;34;7;7;3.7;84;3;28;92;6;3;30.6667;0;0;"nan";111;30;3.7;84;3;28;0;0;"nan";92;3;30.6667;32.54;"nan";"nan";3.7;"nan";"nan";"nan";"nan";"nan";"nan";5.62;4.32;"nan";"nan";"nan";"nan";4.47;5.78;"nan";0;0.333333;0.666667;0.0869565;0.0869565;0;0;1;1;0;"nan";1.79667;2.27667;"nan";"nan";3.246;2;1;1;1;2;2.54143;668.87;36.03;"nan";"nan";0.142857;"nan";"nan";"nan"
"154l";1.6;1995;24.0242;20.4061;3618.08;663.624;2954.46;1431;207;1638;7.40123;185;167;0.933333;352;188;188;1.23952;43;3;14.3333;45;15;3;15;0;0;"nan";207;167;1.23952;43;3;14.3333;0;0;"nan";45;3;15;6.12;0;4.7;51.2;100;28.7;46.6023;0.3;"nan";"nan";1.45;1.1;"nan";"nan";"nan";"nan";1.1;1.45;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.08333;0.9;"nan";"nan";21.088;1;1;3;1;1;20.4061;663.624;18.015;"nan";"nan";0.1;"nan";"nan";"nan"
"155c";2.5;1976;14.8918;14.2753;616.487;616.487;0;971;46;1017;6.92461;135;2;0.714286;137;137;149;23;46;2;23;134;13;14;9.57143;43;1;43;3;1;3;3;1;3;43;1;43;91;13;7;190.02;22.31;36.46;0;0;0.1;0;0.43;"nan";"nan";2.3;2.63;"nan";"nan";"nan";"nan";2.63;2.3;"nan";0;0.0714286;0.928571;0.19403;0.19403;0;0;1;1;0;"nan";2.57;3.43;"nan";"nan";14.892;1;1;1;1;0;14.2753;616.487;0;"nan";"nan";0.097561;"nan";"nan";"nan"
"155l";1.85;1994;21.0073;18.5823;2425;227.172;2197.83;1288;132;1420;7.25841;164;126;"nan";290;168;164;1.04762;10;4;2.5;0;0;0;"nan";0;0;"nan";132;126;1.04762;10;4;2.5;0;0;"nan";0;0;"nan";3.05;0;4.51;78.3;100;30.1;53.5772;0.15;"nan";"nan";1.52;1.12;0;100;"nan";"nan";1.12;1.52;0.103542;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.18;0.45;0.78;0.876;0;18.828;1;1;4;2;1;18.5823;227.172;18.015;0.935923;0.0804196;0.555555;0.876;"nan";"nan"
"156d";"nan";1994;3.80546;3.80546;0;0;0;6256;0;6256;8.7413;12;0;"nan";12;12;12;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";25.26;"nan";"nan";8.7;"nan";"nan";"nan";"nan";"nan";"nan";3.23;2.05;"nan";"nan";"nan";"nan";2.27;3.46;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";7.611;2;1;0;0;0;7.61092;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"156l";1.8;1994;21.4777;18.5122;2965.45;227.172;2738.28;1283;162;1445;7.27586;164;156;"nan";320;168;164;1.03846;10;4;2.5;0;0;0;"nan";0;0;"nan";162;156;1.03846;10;4;2.5;0;0;"nan";0;0;"nan";4.21;0;3.01;67.2;100;44;63.0143;0.15;"nan";"nan";1.42;1.11;0;100;"nan";"nan";1.11;1.42;0.0968291;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.1085;0.275;0.73;0.941;0;18.757;1;1;4;2;1;18.5122;227.172;18.015;0.939244;0.0791139;0.555555;0.941;"nan";"nan"
"157d";1.8;1994;9.45017;7.70272;1747.46;0;1747.46;509;97;606;6.40688;12;97;"nan";109;12;12;1;0;0;"nan";0;0;0;"nan";0;0;"nan";97;97;1;0;0;"nan";0;0;"nan";0;0;"nan";12.92;"nan";"nan";21.3;"nan";"nan";"nan";0.19;"nan";"nan";2.88;1.66;0;100;"nan";"nan";1.66;2.88;0.190975;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";7.739;2;1;0;0;2;7.70272;0;36.03;0.858;0.231405;"nan";"nan";"nan";13.5
"157l";1.85;1994;21.1544;18.279;2875.38;227.172;2648.2;1268;157;1425;7.26193;164;151;"nan";315;168;164;1.03974;10;4;2.5;0;0;0;"nan";0;0;"nan";157;151;1.03974;10;4;2.5;0;0;"nan";0;0;"nan";5.41;0;5.47;56.5;100;23.6;42.8131;0.15;"nan";"nan";1.55;1.2;0;100;"nan";"nan";1.2;1.55;0.102595;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.1555;0.39;0.47;0.8745;0;18.524;1;1;4;2;1;18.279;227.172;18.015;0.945505;0.0578778;0.555555;0.8745;"nan";"nan"
"158d";1.9;1994;7.52129;6.09001;1431.28;80.156;1351.13;403;77;480;6.17379;10;77;"nan";87;12;10;1;2;2;1;0;0;0;"nan";2;2;1;75;75;1;0;0;"nan";0;0;"nan";0;0;"nan";0;"nan";"nan";100;"nan";"nan";"nan";0.17;"nan";"nan";3;2.1;0;100;"nan";"nan";2.1;3.04;0.120041;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";6.206;2;1;2;1;2;6.09001;80.156;36.03;0.944742;0.0103093;1;"nan";"nan";"nan"
"158l";1.8;1994;21.0593;18.5262;2533.09;227.172;2305.92;1284;138;1422;7.25982;164;132;"nan";296;168;164;1.04545;10;4;2.5;0;0;0;"nan";0;0;"nan";138;132;1.04545;10;4;2.5;0;0;"nan";0;0;"nan";7.65;0;3.76;40.8;100;35.9;48.1039;0.14;"nan";"nan";1.53;1.14;0;100;"nan";"nan";1.14;1.53;0.0845103;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.136;0.23;1.145;0.9265;0;18.771;1;1;4;2;1;18.5262;227.172;18.015;0.956353;0.0445205;0.555555;0.9265;"nan";"nan"
"159d";1.8;1995;4.04533;2.36854;1676.79;505.813;1170.98;156;101;257;5.54908;8;67;0.737705;75;10;13;1.50746;36;2;18;123;12;5;24.6;1;1;1;100;66;1.51515;35;1;35;0;0;"nan";123;5;24.6;0;"nan";"nan";100;"nan";"nan";"nan";0.14;"nan";"nan";2.16;1.06;0;100;"nan";"nan";1.06;2.16;0.205986;0;0.8;0.2;0.0325203;0.0325203;0;0;1;1;0;0.064;1.49;1.43;0.969;0;5.785;2;1;4;2;2;4.73707;1011.63;36.03;0.799297;0.405405;0.601563;"nan";0.969;"nan"
"159l";1.8;1994;21.4146;18.4852;2929.42;227.172;2702.25;1281;160;1441;7.27309;164;154;"nan";318;168;164;1.03896;10;4;2.5;0;0;0;"nan";0;0;"nan";160;154;1.03896;10;4;2.5;0;0;"nan";0;0;"nan";6.13;0;3.76;51.2;100;35.9;52.2772;0.15;"nan";"nan";1.43;1.11;0;100;"nan";"nan";1.11;1.43;0.0946624;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.102;1.135;0.92;0.927;0;18.73;1;1;4;2;1;18.4852;227.172;18.015;0.939213;0.0605096;0.555555;0.927;"nan";"nan"
"15c8";2.5;1999;47.9996;46.3602;1639.37;0;1639.37;3258;91;3349;8.11642;430;91;"nan";521;430;430;1;0;0;"nan";0;0;0;"nan";0;0;"nan";91;91;1;0;0;"nan";0;0;"nan";0;0;"nan";14.45;1.41;17.52;17.9;12.1;1.9;4.51246;0.18;0.24;48.3;0.62;0.36;0.71;87.2;62.1662;-4.16067;0.36;0.63;0.140488;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";46.396;2;2;0;0;2;46.3602;0;36.03;0.913182;0.0422265;"nan";"nan";"nan";"nan"
"160d";1.65;1994;7.94951;6.09396;1855.55;0;1855.55;403;103;506;6.22654;10;103;"nan";113;10;10;1;0;0;"nan";0;0;0;"nan";0;0;"nan";103;103;1;0;0;"nan";0;0;"nan";0;0;"nan";0;"nan";"nan";100;"nan";"nan";"nan";0.16;"nan";"nan";4.78;3.59;0;100;"nan";"nan";3.67;4.83;0.149;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";6.13;2;1;0;0;2;6.09396;0;36.03;0.804699;0.373984;"nan";"nan";"nan";"nan"
"160l";1.8;1994;21.3535;18.5682;2785.3;227.172;2558.13;1288;152;1440;7.2724;164;146;"nan";310;168;164;1.0411;10;4;2.5;0;0;0;"nan";0;0;"nan";152;146;1.0411;10;4;2.5;0;0;"nan";0;0;"nan";6.1;0;4.48;51.2;100;30.1;47.8058;0.15;"nan";"nan";1.55;1.14;0;100;"nan";"nan";1.14;1.55;0.0911634;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.15;0.555;0.805;0.883;0;18.813;1;1;4;2;1;18.5682;227.172;18.015;0.933343;0.0849673;0.555555;0.883;"nan";"nan"
"161d";1.9;1994;7.22487;6.12596;1098.91;0;1098.91;405;61;466;6.14419;10;61;"nan";71;10;10;1;0;0;"nan";0;0;0;"nan";0;0;"nan";61;61;1;0;0;"nan";0;0;"nan";0;0;"nan";0;"nan";"nan";100;"nan";"nan";"nan";0.22;"nan";"nan";2.73;1.53;"nan";"nan";"nan";"nan";1.6;2.83;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";6.162;2;1;0;0;2;6.12596;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"161l";1.7;1994;21.3526;18.5853;2767.29;227.172;2540.12;1288;151;1439;7.2717;164;145;"nan";309;168;164;1.04138;10;4;2.5;0;0;0;"nan";0;0;"nan";151;145;1.04138;10;4;2.5;0;0;"nan";0;0;"nan";5.33;0;3.73;57.3;100;36.9;54.9931;0.15;"nan";"nan";1.36;1.07;0;100;"nan";"nan";1.07;1.36;0.080977;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.152;1.03;0.575;0.8995;0;18.831;1;1;4;2;1;18.5853;227.172;18.015;0.948997;0.0622951;0.555555;0.8995;"nan";"nan"
"162l";1.8;1994;21.1945;18.5713;2623.17;227.172;2395.99;1287;143;1430;7.26543;164;137;"nan";301;168;164;1.0438;10;4;2.5;0;0;0;"nan";0;0;"nan";143;137;1.0438;10;4;2.5;0;0;"nan";0;0;"nan";4.57;0;1.49;63.5;100;67.5;73.9593;0.15;"nan";"nan";1.38;1.07;0;100;"nan";"nan";1.07;1.38;0.0805488;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.1205;0.635;0.77;0.8935;0;18.816;1;1;4;2;1;18.5713;227.172;18.015;0.94866;0.0538721;0.555555;0.8935;"nan";"nan"
"163l";1.8;1994;21.5908;18.5713;3019.5;227.172;2792.33;1287;165;1452;7.2807;164;159;"nan";323;168;164;1.03774;10;4;2.5;0;0;0;"nan";0;0;"nan";165;159;1.03774;10;4;2.5;0;0;"nan";0;0;"nan";4.57;0;2.99;63.5;100;44;61.8872;0.15;"nan";"nan";1.39;1.06;0;100;"nan";"nan";1.06;1.39;0.12058;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.138;0.34;0.785;0.9065;0;18.816;1;1;4;2;1;18.5713;227.172;18.015;0.926583;0.0877743;0.555555;0.9065;"nan";"nan"
"164l";1.8;1994;21.3456;18.5422;2803.32;227.172;2576.14;1285;153;1438;7.27101;164;147;"nan";311;168;164;1.04082;10;4;2.5;0;0;0;"nan";0;0;"nan";153;147;1.04082;10;4;2.5;0;0;"nan";0;0;"nan";3.44;0;2.99;75.3;100;44;65.2068;0.15;"nan";"nan";1.46;1.09;0;100;"nan";"nan";1.09;1.46;0.0891075;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.1095;0.96;0.625;0.9095;0;18.787;1;1;4;2;1;18.5422;227.172;18.015;0.93385;0.0846906;0.555555;0.9095;"nan";"nan"
"165d";1.55;1994;7.56837;5.7752;1793.17;820.356;972.81;331;142;473;6.1591;9;60;0.857143;69;15;15;2.36667;88;6;14.6667;70;6;6;11.6667;28;4;7;114;56;2.03571;60;2;30;28;4;7;42;2;21;12.82;"nan";"nan";21.6;"nan";"nan";"nan";"nan";"nan";"nan";1.97;1.22;"nan";"nan";"nan";"nan";1.25;2.03;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.44714;0.531429;"nan";"nan";6.632;2;1;4;1;2;5.7752;820.356;36.03;"nan";"nan";0;"nan";"nan";76.7
"165l";1.75;1994;21.1635;18.6124;2551.11;227.172;2323.93;1290;139;1429;7.26473;164;133;"nan";297;168;164;1.04511;10;4;2.5;0;0;0;"nan";0;0;"nan";139;133;1.04511;10;4;2.5;0;0;"nan";0;0;"nan";7.22;0;5.97;43.7;100;21;37.266;0.16;"nan";"nan";1.45;1.1;0;100;"nan";"nan";1.1;1.45;0.101686;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.092;0.535;0.725;0.953;0;18.858;1;1;4;2;1;18.6124;227.172;18.015;0.939737;0.0546075;0.555555;0.953;"nan";"nan"
"166d";2.2;1994;8.98427;7.32678;1657.49;342.392;1315.1;485;98;583;6.36819;12;74;0.692308;86;13;13;1.32432;25;1;25;25;0;1;25;0;0;"nan";98;74;1.32432;25;1;25;0;0;"nan";25;1;25;6.24;"nan";"nan";50.4;"nan";"nan";"nan";0.22;"nan";"nan";3.45;2.53;0;100;"nan";"nan";2.57;3.53;0.344959;0;1;0;0;0;0;1;0;0;0;0.454;0.93;1.69;0.665;1;7.705;2;1;1;1;2;7.32678;342.392;36.03;0.693423;0.56701;0.208333;"nan";0.665;"nan"
"166l";1.75;1994;21.1855;18.5983;2587.14;227.172;2359.97;1289;141;1430;7.26543;164;135;"nan";299;168;164;1.04444;10;4;2.5;0;0;0;"nan";0;0;"nan";141;135;1.04444;10;4;2.5;0;0;"nan";0;0;"nan";5.33;0;2.99;57.3;100;44;59.7856;0.15;"nan";"nan";1.45;1.11;0;100;"nan";"nan";1.11;1.45;0.0821119;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.132;0.81;0.655;0.945;0;18.844;1;1;4;2;1;18.5983;227.172;18.015;0.954959;0.0372881;0.555555;0.945;"nan";"nan"
"167d";2.3;1994;6.88069;6.08803;792.66;0;792.66;403;44;447;6.10256;10;44;"nan";54;10;10;1;0;0;"nan";0;0;0;"nan";0;0;"nan";44;44;1;0;0;"nan";0;0;"nan";0;0;"nan";17.35;"nan";"nan";13.1;"nan";"nan";"nan";"nan";"nan";"nan";4.74;3.48;"nan";"nan";"nan";"nan";3.56;4.77;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";6.124;2;1;0;0;2;6.08803;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"167l";2.2;1995;38.0534;37.2608;792.66;0;792.66;2605;44;2649;7.88194;164;44;"nan";208;164;164;1;0;0;"nan";0;0;0;"nan";0;0;"nan";44;44;1;0;0;"nan";0;0;"nan";0;0;"nan";30.38;0.62;15.22;4.4;26.9;2.9;4.92388;0.18;"nan";"nan";1.41;0.99;0.91;83.8;"nan";"nan";0.99;1.43;0.134704;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";18.648;1;1;0;0;1;18.6304;0;18.015;0.929392;0.0349462;"nan";"nan";"nan";"nan"
"168d";2;1994;7.10486;6.15006;954.795;0;954.795;361;99;460;6.13123;10;55;0.807692;65;12;12;1.8;46;2;23;48;8;2;24;0;0;"nan";99;55;1.8;46;2;23;0;0;"nan";48;2;24;4.78;"nan";"nan";61.6;"nan";"nan";"nan";"nan";"nan";"nan";4.41;3.24;"nan";"nan";"nan";"nan";3.3;4.5;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.29;1.365;"nan";"nan";6.186;2;1;0;0;2;6.15006;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"168l";2.9;1995;18.3731;18.3731;0;0;0;6445;0;6445;8.77106;164;0;"nan";164;164;164;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";49.21;4.44;17.73;1.3;2.7;1.8;1.76975;0.19;"nan";"nan";1.7;1.07;0.25;93.5;"nan";"nan";1.14;2.13;0.133485;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";18.373;1;1;0;0;0;18.3731;0;0;0.927432;0.0109756;"nan";"nan";"nan";"nan"
"169d";"nan";1994;6.13801;6.13801;0;0;0;635;0;635;6.45362;20;0;"nan";20;20;20;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;"nan";"nan";99.9;"nan";"nan";"nan";"nan";"nan";"nan";2.01;1.31;"nan";"nan";"nan";"nan";1.32;2.01;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";6.138;2;2;0;0;0;6.13801;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"169l";3;1995;18.181;18.181;0;0;0;6290;0;6290;8.74672;164;0;"nan";164;164;164;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";54.07;5.25;23.62;1;1.9;0.6;0.93956;0.18;"nan";"nan";1.5;0.95;0;100;"nan";"nan";0.97;1.55;0.16626;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";18.181;1;1;0;0;0;18.181;0;0;0.958523;0.00740741;"nan";"nan";"nan";"nan"
"16gs";1.9;1999;52.6105;46.7555;5855.01;486.537;5368.47;3261;327;3588;8.18535;210;301;0.833333;511;213;212;1.08638;29;3;9.66667;24;0;2;12;0;0;"nan";327;301;1.08638;29;3;9.66667;0;0;"nan";24;2;12;7.44;0.73;9.71;42.6;23.9;8.8;16.7643;0.21;0.25;37.9;0.62;0.37;6.97;16.2;22.698;-8.76886;0.38;0.62;0.141475;0;1;0;0;0;0;1;0;0;0;0.316667;1.23667;2.49333;0.771;0.333333;47.278;2;1;3;2;2;46.7555;486.537;36.03;0.882133;0.155462;0.08;0.526;0.8935;"nan"
"16pk";1.6;1998;56.0203;44.7;11320.3;871.581;10448.7;3166;634;3800;8.24276;415;582;0.839286;997;417;417;1.08935;54;2;27;54;4;2;27;0;0;"nan";634;582;1.08935;54;2;27;0;0;"nan";54;2;27;8.26;0;2.98;37.7;100;44;50.6308;"nan";"nan";"nan";0.65;0.41;"nan";"nan";"nan";"nan";0.41;0.65;"nan";0;1;0;0;0;0;1;0;0;0;"nan";2.25;2.07;"nan";"nan";45.59;1;1;2;2;1;44.7;871.581;18.015;"nan";"nan";0.170996;"nan";"nan";"nan"
"16vp";2.1;1999;44.7349;41.4802;3254.68;192.126;3062.55;2456;180;2636;7.87702;366;172;"nan";538;368;366;1.04651;10;2;5;0;0;0;"nan";0;0;"nan";180;172;1.04651;10;2;5;0;0;"nan";0;0;"nan";5.95;0;3.56;51.9;100;37.9;53.9054;"nan";"nan";"nan";0.68;0.53;"nan";"nan";"nan";"nan";0.53;0.68;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.225;0.33;"nan";"nan";41.69;1;1;2;1;1;41.4802;192.126;18.015;"nan";"nan";0;"nan";"nan";"nan"
"170d";"nan";1994;3.67939;3.67939;0;0;0;697;62;759;6.632;12;2;0.818182;14;14;14;31;62;2;31;42;8;2;21;0;0;"nan";62;2;31;62;2;31;0;0;"nan";42;2;21;26.32;"nan";"nan";8.2;"nan";"nan";"nan";"nan";"nan";"nan";1.54;1.11;"nan";"nan";"nan";"nan";1.12;1.54;"nan";0;1;0;0;0;0;1;0;0;0;"nan";0.865;1.05;"nan";"nan";7.359;2;1;0;0;0;7.35878;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"170l";2.6;1995;18.9567;18.6624;294.313;78.133;216.18;1308;16;1324;7.18841;164;13;"nan";177;165;164;1.23077;4;1;4;0;0;0;"nan";0;0;"nan";16;13;1.23077;4;1;4;0;0;"nan";0;0;"nan";27.52;0;13.67;5.4;100;3.8;6.54532;0.2;"nan";"nan";1.34;1.03;2.44;58.6;"nan";"nan";1.03;1.34;0.186602;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.297;0.87;0.7;0.804;0;18.759;1;1;1;1;1;18.6624;78.133;18.015;0.95408;0.0170455;0.111111;0.804;"nan";"nan"
"171d";"nan";1994;3.66339;3.66339;0;0;0;758;0;758;6.63068;12;0;"nan";12;12;12;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";9.23;"nan";"nan";36;"nan";"nan";"nan";"nan";"nan";"nan";1.47;1.1;"nan";"nan";"nan";"nan";1.11;1.47;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";7.327;2;1;0;0;0;7.32678;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"171l";2.5;1995;18.5703;18.5703;0;0;0;1288;0;1288;7.16085;164;0;"nan";164;164;164;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";61.42;6.88;20.9;0.7;1.1;1;0.898833;0.22;"nan";"nan";1.88;1.41;0.62;88.9;"nan";"nan";1.41;1.88;0.157352;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";18.57;1;1;0;0;0;18.5703;0;0;0.917265;0.0308642;"nan";"nan";"nan";"nan"
"172d";3;1994;12.2286;9.70647;2522.1;0;2522.1;643;140;783;6.66313;8;140;"nan";148;8;8;1;0;0;"nan";0;0;0;"nan";0;0;"nan";140;140;1;0;0;"nan";0;0;"nan";0;0;"nan";34.65;"nan";"nan";3.2;"nan";"nan";"nan";"nan";"nan";"nan";4.51;2.61;"nan";"nan";"nan";"nan";2.84;4.58;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";4.889;2;1;0;0;2;4.85323;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"172l";1.9;1995;19.6313;18.6525;978.883;78.133;900.75;1305;54;1359;7.2145;164;51;"nan";215;165;164;1.05882;4;1;4;0;0;0;"nan";0;0;"nan";54;51;1.05882;4;1;4;0;0;"nan";0;0;"nan";11.74;0.62;13.04;24.5;26.9;4.4;9.82757;0.18;"nan";"nan";1.54;0.98;1.22;78.6;"nan";"nan";0.98;1.54;0.112593;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.154;0.54;0.44;0.884;0;18.749;1;1;1;1;1;18.6525;78.133;18.015;0.945967;0.0327103;0.111111;0.884;"nan";"nan"
"173d";3;1994;9.10157;7.37213;1729.44;0;1729.44;349;162;511;6.23637;19;104;0.717949;123;27;25;1.55769;66;8;8.25;78;4;6;13;0;0;"nan";162;104;1.55769;66;8;8.25;0;0;"nan";78;6;13;38.01;0;25;2.6;100;0.5;1.25281;"nan";"nan";"nan";5.36;3.01;"nan";"nan";"nan";"nan";3.52;6.08;"nan";0;0.666667;0.333333;0.230769;0.230769;0;0;1;1;0;"nan";2.595;1.50167;"nan";"nan";7.444;4;2;0;0;4;7.37213;0;72.06;"nan";"nan";"nan";"nan";"nan";"nan"
"173l";1.7;1995;20.628;18.6342;1993.8;156.266;1837.53;1289;110;1399;7.24351;164;104;"nan";268;166;164;1.05769;8;2;4;0;0;0;"nan";0;0;"nan";110;104;1.05769;8;2;4;0;0;"nan";0;0;"nan";11.18;0;5.15;26;100;26;34.5133;"nan";"nan";"nan";1.55;1.14;"nan";"nan";"nan";"nan";1.14;1.55;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.3;0.42;"nan";"nan";18.808;1;1;2;1;1;18.6342;156.266;18.015;"nan";"nan";0.111111;"nan";"nan";"nan"
"174l";2.3;1995;37.4127;36.6141;798.648;96.063;702.585;2561;44;2605;7.86519;164;40;"nan";204;165;164;1.1;5;1;5;0;0;0;"nan";0;0;"nan";44;40;1.1;5;1;5;0;0;"nan";0;0;"nan";28.75;1.55;15.75;4.9;10.5;2.6;4.38638;"nan";"nan";"nan";1.63;1;"nan";"nan";"nan";"nan";1.02;1.64;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.33;1.12;"nan";"nan";18.421;1;1;1;1;1;18.307;96.063;18.015;"nan";"nan";0;"nan";"nan";"nan"
